source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified,ID_group,name_group,ID_technique,name_technique
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1552.001,Credentials In Files,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has accessed files to gain valid credentials.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--4dbf47c1-c065-4e4c-8894-376d636555a2,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1552.001,Unsecured Credentials: Credentials In Files
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1530,Data from Cloud Storage,attack-pattern--3298ce88-1628-43b1-87d9-0b5336b193d7,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has obtained files from the victim's cloud storage instances.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--118c566e-2042-4566-99c2-308351d50a40,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1530,Data from Cloud Storage
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1213,Data from Information Repositories,attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has accessed victim security and IT environments and Microsoft Teams to mine valuable information.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--628054bd-e758-4528-a1fb-40983ecec149,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1213,Data from Information Repositories
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1005,Data from Local System,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has searched local system resources to access sensitive documents.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--32bc85f6-f022-4868-8934-bd00cc36f6d4,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1005,Data from Local System
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1039,Data from Network Shared Drive,attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has searched network shares to access sensitive documents.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--d51c9d02-a701-4334-9dbc-bba6c128ba2b,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1039,Data from Network Shared Drive
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1087.002,Domain Account,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used the Softerra LDAP browser to browse documentation on service accounts.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--8b425ec5-7be4-4225-a7c5-8f219fed7b6c,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1087.002,Account Discovery: Domain Account
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1027.013,Encrypted/Encoded File,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has base64 encoded payloads to avoid detection.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--5fa15bc3-e7ec-4617-bf30-b5258af8b2ec,29-Dec-20,11-Apr-24,G0117,Fox Kitten,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1585,Establish Accounts,attack-pattern--cdfc5f0a-9bb9-4352-b896-553cfa2d8fd8,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has created KeyBase accounts to communicate with ransomware victims.(Citation: ClearSky Pay2Kitten December 2020)(Citation: Check Point Pay2Key November 2020),relationship--340a62c8-9f22-4cb6-9310-bd4136e14258,4-Jan-21,20-Apr-21,G0117,Fox Kitten,T1585,Establish Accounts
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1190,Exploit Public-Facing Application,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,technique,"[Fox Kitten](https://attack.mitre.org/groups/G0117) has exploited known vulnerabilities in Fortinet, PulseSecure, and Palo Alto VPN appliances.(Citation: ClearkSky Fox Kitten February 2020)(Citation: Dragos PARISITE )(Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020)",relationship--6d4f3696-caa9-4100-bef5-e42d0f18470e,22-Dec-20,29-Dec-20,G0117,Fox Kitten,T1190,Exploit Public-Facing Application
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1210,Exploitation of Remote Services,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has exploited known vulnerabilities in remote services including RDP.(Citation: ClearkSky Fox Kitten February 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: ClearSky Pay2Kitten December 2020),relationship--1cfc2e72-a9ce-4dc2-95ad-fb99c90a2880,22-Dec-20,4-Jan-21,G0117,Fox Kitten,T1210,Exploitation of Remote Services
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1083,File and Directory Discovery,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used WizTree to obtain network files and directory listings.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--f0026b7c-9a9a-468d-a152-1b214efe066a,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1083,File and Directory Discovery
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has downloaded additional tools including [PsExec](https://attack.mitre.org/software/S0029) directly to endpoints.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1105,Ingress Tool Transfer
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1003.001,LSASS Memory,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used prodump to dump credentials from LSASS.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--a3b4a3e9-2552-43dc-957a-5c7f64fac9f1,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1003.001,OS Credential Dumping: LSASS Memory
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1087.001,Local Account,attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has accessed ntuser.dat and UserClass.dat on compromised hosts.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--8a4b2f39-183a-40e9-a8af-f3727061c17d,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1087.001,Account Discovery: Local Account
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1136.001,Local Account,attack-pattern--635cbe30-392d-4e27-978e-66774357c762,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has created a local user account with administrator privileges.(Citation: ClearSky Pay2Kitten December 2020),relationship--26ce5847-3f53-4736-92c6-7a82e17cd884,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1136.001,Create Account: Local Account
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1036.004,Masquerade Task or Service,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has named the task for a reverse proxy lpupdate to appear legitimate.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--a27943d2-6839-4be3-81ea-19ea6704d218,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1036.004,Masquerading: Masquerade Task or Service
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1036.005,Match Legitimate Name or Location,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has named binaries and configuration files svhost and dllhost respectively to appear legitimate.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--e51ab951-2e6f-4c7e-bd10-fe0dc0bb4671,23-Dec-20,23-Dec-20,G0117,Fox Kitten,T1036.005,Masquerading: Match Legitimate Name or Location
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1003.003,NTDS,attack-pattern--edf91964-b26e-4b4a-9600-ccacd7d7df24,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used Volume Shadow Copy to access credential information from NTDS.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--71b92fe6-dd99-4192-b327-8ef27b790123,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1003.003,OS Credential Dumping: NTDS
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1046,Network Service Discovery,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used tools including NMAP to conduct broad scanning to identify open ports.(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020),relationship--dd0c5079-1bd3-45fa-b8e7-aabf0a5513b7,22-Dec-20,29-Dec-20,G0117,Fox Kitten,T1046,Network Service Discovery
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1555.005,Password Managers,attack-pattern--315f51f0-6b03-4c1e-bfb2-84740afb8e21,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used scripts to access credential information from the KeePass database.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--70fe7f39-41de-4d7d-b691-4ac17c1a4c58,29-Dec-20,22-Jan-21,G0117,Fox Kitten,T1555.005,Credentials from Password Stores: Password Managers
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1059.001,PowerShell,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used PowerShell scripts to access credential data.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--ecc9a971-349b-428d-a376-74f11b5b7086,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1059.001,Command and Scripting Interpreter: PowerShell
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1572,Protocol Tunneling,attack-pattern--4fe28b27-b13c-453e-a386-c2ef362a573b,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used protocol tunneling for communication and RDP activity on compromised hosts through the use of open source tools such as [ngrok](https://attack.mitre.org/software/S0508) and custom tool SSHMinion.(Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020),relationship--bdaf3340-0580-4e89-9cdc-e0af5a91ed85,22-Dec-20,29-Dec-20,G0117,Fox Kitten,T1572,Protocol Tunneling
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1090,Proxy,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used the open source reverse proxy tools including FRPC and Go Proxy to establish connections from C2 to local servers.(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020)(Citation: Check Point Pay2Key November 2020),relationship--a637133c-2b07-4e57-8822-5c3bc4b584d7,29-Dec-20,5-Jan-21,G0117,Fox Kitten,T1090,Proxy
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1012,Query Registry,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has accessed Registry hives ntuser.dat and UserClass.dat.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--b8b16140-82bc-42a0-82f7-bfc402f4b4a4,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1012,Query Registry
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1021.001,Remote Desktop Protocol,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used RDP to log in and move laterally in the target environment.(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020),relationship--d32354c1-0668-4997-825e-7f5652826ab9,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1021.001,Remote Services: Remote Desktop Protocol
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1018,Remote System Discovery,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used Angry IP Scanner to detect remote systems.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--1374e38c-db37-46f8-8560-63901a3e7e56,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1018,Remote System Discovery
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1021.002,SMB/Windows Admin Shares,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used valid accounts to access SMB shares.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--65e9d954-30d8-4354-ad5c-3a6d69867a7e,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1021.002,Remote Services: SMB/Windows Admin Shares
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1021.004,SSH,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used the PuTTY and Plink tools for lateral movement.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--91b41079-6c44-439e-a76c-2a128a792e17,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1021.004,Remote Services: SSH
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1053.005,Scheduled Task,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used Scheduled Tasks for persistence and to load and execute a reverse proxy binary.(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020),relationship--99c87be1-d8f1-4b41-836f-8811628c4b80,23-Dec-20,29-Dec-20,G0117,Fox Kitten,T1053.005,Scheduled Task/Job: Scheduled Task
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1585.001,Social Media Accounts,attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used a Twitter account to communicate with ransomware victims.(Citation: ClearSky Pay2Kitten December 2020),relationship--e463f5ae-4b7a-40dd-94e1-1a04a22e5e23,5-Jan-21,5-Jan-21,G0117,Fox Kitten,T1585.001,Establish Accounts: Social Media Accounts
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1021.005,VNC,attack-pattern--01327cde-66c4-4123-bf34-5f258d59457b,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has installed TightVNC server and client on compromised servers and endpoints for lateral movement.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--3d3ea12b-fec0-4daa-bb51-190884d88ee0,29-Dec-20,29-Dec-20,G0117,Fox Kitten,T1021.005,Remote Services: VNC
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1078,Valid Accounts,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used valid credentials with various services during lateral movement.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--db08c6bc-0a2a-41f3-bcb2-5410f9e0afa6,22-Dec-20,20-Apr-21,G0117,Fox Kitten,T1078,Valid Accounts
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1102,Web Service,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used Amazon Web Services to host C2.(Citation: ClearSky Pay2Kitten December 2020),relationship--d452da85-b408-458f-ad25-937605de4611,5-Jan-21,5-Jan-21,G0117,Fox Kitten,T1102,Web Service
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1505.003,Web Shell,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has installed web shells on compromised hosts to maintain access.(Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: ClearSky Pay2Kitten December 2020),relationship--96772bc0-7a9e-4688-95a2-67fff1646be4,22-Dec-20,29-Dec-20,G0117,Fox Kitten,T1505.003,Server Software Component: Web Shell
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1059.003,Windows Command Shell,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,technique,[Fox Kitten](https://attack.mitre.org/groups/G0117) has used cmd.exe likely as a password changing mechanism.(Citation: CISA AA20-259A Iran-Based Actor September 2020),relationship--54b2d2db-b1d8-49aa-82f3-08d8a53a4899,23-Dec-20,23-Dec-20,G0117,Fox Kitten,T1059.003,Command and Scripting Interpreter: Windows Command Shell
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1560.001,Archive via Utility,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) used WinRAR to compress and encrypt stolen data prior to exfiltration.(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019),relationship--86246bef-ad4c-4c30-805a-d6f1928a7c20,19-Jul-19,14-Jan-21,G0093,GALLIUM,T1560.001,Archive Collected Data: Archive via Utility
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1553.002,Code Signing,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) has used stolen certificates to sign its tools including those from Whizzimo LLC.(Citation: Microsoft GALLIUM December 2019),relationship--2fc6e8dc-5117-41ea-9b5f-154cff612f6f,13-Jan-21,13-Jan-21,G0093,GALLIUM,T1553.002,Subvert Trust Controls: Code Signing
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1574.002,DLL Side-Loading,attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) used DLL side-loading to covertly load [PoisonIvy](https://attack.mitre.org/software/S0012) into memory on the victim machine.(Citation: Cybereason Soft Cell June 2019),relationship--3b523bd9-ffc2-4525-a08c-4500bfcb2fed,18-Jul-19,22-Jul-19,G0093,GALLIUM,T1574.002,Hijack Execution Flow: DLL Side-Loading
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1005,Data from Local System,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,technique,"[GALLIUM](https://attack.mitre.org/groups/G0093) collected data from the victim's local system, including password hashes from the SAM hive in the Registry.(Citation: Cybereason Soft Cell June 2019)",relationship--38be247c-74b0-42f3-964e-5f23ef42a353,22-Jul-19,22-Jul-19,G0093,GALLIUM,T1005,Data from Local System
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1136.002,Domain Account,attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) created high-privileged domain user accounts to maintain access to victim networks.(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019),relationship--433ccc4b-5a1f-49e2-9517-f8f899646cab,18-Jul-19,23-Mar-21,G0093,GALLIUM,T1136.002,Create Account: Domain Account
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1041,Exfiltration Over C2 Channel,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) used Web shells and [HTRAN](https://attack.mitre.org/software/S0040) for C2 and to exfiltrate data.(Citation: Cybereason Soft Cell June 2019),relationship--380743e5-616c-4524-96e6-d545e5b653ea,22-Jul-19,23-Mar-21,G0093,GALLIUM,T1041,Exfiltration Over C2 Channel
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1190,Exploit Public-Facing Application,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) exploited a publicly-facing servers including Wildfly/JBoss servers to gain access to the network.(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019),relationship--ad60e0be-02a4-4f79-a81d-afdde78492be,18-Jul-19,13-Jan-21,G0093,GALLIUM,T1190,Exploit Public-Facing Application
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1090.002,External Proxy,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) used a modified version of [HTRAN](https://attack.mitre.org/software/S0040) to redirect connections between networks.(Citation: Cybereason Soft Cell June 2019),relationship--a084527d-2858-4037-bc48-68c1eac85acb,19-Jul-19,30-Mar-20,G0093,GALLIUM,T1090.002,Proxy: External Proxy
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1133,External Remote Services,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,technique,"[GALLIUM](https://attack.mitre.org/groups/G0093) has used VPN services, including SoftEther VPN, to access and maintain persistence in victim environments.(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019)",relationship--57b4f42b-02e2-4cee-98f0-d6935c1e2c7b,19-Jul-19,23-Mar-21,G0093,GALLIUM,T1133,External Remote Services
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1027.005,Indicator Removal from Tools,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92,technique,"[GALLIUM](https://attack.mitre.org/groups/G0093) ensured each payload had a unique hash, including by using different types of packers.(Citation: Cybereason Soft Cell June 2019)",relationship--919f6143-eb8c-48cd-8741-118040c372ab,22-Jul-19,22-Jul-19,G0093,GALLIUM,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,"[GALLIUM](https://attack.mitre.org/groups/G0093) dropped additional tools to victims during their operation, including portqry.exe, a renamed cmd.exe file, winrar, and [HTRAN](https://attack.mitre.org/software/S0040).(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019)",relationship--e1268feb-9326-40e1-b05b-fd8e0068488a,19-Jul-19,13-Jan-21,G0093,GALLIUM,T1105,Ingress Tool Transfer
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1003.001,LSASS Memory,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) used a modified version of [Mimikatz](https://attack.mitre.org/software/S0002) along with a PowerShell-based [Mimikatz](https://attack.mitre.org/software/S0002) to dump credentials on the victim machines.(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019),relationship--7adea746-109e-41c2-bf48-20e0282038a0,19-Jul-19,13-Jan-21,G0093,GALLIUM,T1003.001,OS Credential Dumping: LSASS Memory
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1570,Lateral Tool Transfer,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) has used [PsExec](https://attack.mitre.org/software/S0029) to move laterally between hosts in the target network.(Citation: Microsoft GALLIUM December 2019),relationship--89697f9e-cfd2-4273-a5d6-04354f0c3e7c,13-Jan-21,13-Jan-21,G0093,GALLIUM,T1570,Lateral Tool Transfer
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1074.001,Local Data Staging,attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) compressed and staged files in multi-part archives in the Recycle Bin prior to exfiltration.(Citation: Cybereason Soft Cell June 2019),relationship--a68d8191-b374-4741-a249-1db3515d581b,19-Jul-19,17-Mar-20,G0093,GALLIUM,T1074.001,Data Staged: Local Data Staging
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1027,Obfuscated Files or Information,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) used a modified version of [HTRAN](https://attack.mitre.org/software/S0040) in which they obfuscated strings such as debug messages in an apparent attempt to evade detection.(Citation: Cybereason Soft Cell June 2019),relationship--2bff8dad-2ef1-485c-8c0b-62a5ba4c384b,19-Jul-19,22-Jul-19,G0093,GALLIUM,T1027,Obfuscated Files or Information
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1550.002,Pass the Hash,attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e,technique,[GALLIUM](https://attack.mitre.org/groups/G0093) used dumped hashes to authenticate to other machines via pass the hash.(Citation: Cybereason Soft Cell June 2019),relationship--ee4d1b24-603f-40df-8f21-3c053fba275f,22-Jul-19,22-Jul-19,G0093,GALLIUM,T1550.002,Use Alternate Authentication Material: Pass the Hash
